,h,l,n,care_sent,cor,cor_abs
670,225,200,175,care_sent,-0.5131,0.5131
671,225,200,200,care_sent,0.5085,0.5085
824,250,225,225,care_sent,0.5082,0.5082
823,250,225,200,care_sent,0.5074,0.5074
814,250,200,175,care_sent,-0.5068,0.5068
1490,350,200,175,care_sent,-0.5063,0.5063
1153,300,250,225,care_sent,-0.5061,0.5061
813,250,200,150,care_sent,-0.5059,0.5059
1133,300,200,150,care_sent,-0.5058,0.5058
538,200,200,175,care_sent,0.5058,0.5058
988,275,250,225,care_sent,-0.5057,0.5057
1499,350,225,200,care_sent,-0.5056,0.5056
822,250,225,175,care_sent,0.5053,0.5053
2538,475,325,250,care_sent,-0.5049,0.5049
987,275,250,200,care_sent,-0.5047,0.5047
2566,475,375,275,care_sent,-0.5047,0.5047
530,200,175,150,care_sent,-0.5046,0.5046
1327,325,250,225,care_sent,-0.5039,0.5039
1143,300,225,200,care_sent,-0.5038,0.5038
1698,375,250,225,care_sent,-0.5036,0.5036
1678,375,200,150,care_sent,-0.5034,0.5034
680,225,225,225,care_sent,0.5034,0.5034
1317,325,225,200,care_sent,-0.5033,0.5033
2318,450,300,225,care_sent,-0.5033,0.5033
1489,350,200,150,care_sent,-0.5031,0.5031
1307,325,200,150,care_sent,-0.5031,0.5031
2565,475,375,250,care_sent,-0.503,0.503
1165,300,275,275,care_sent,-0.5029,0.5029
1709,375,275,250,care_sent,-0.5027,0.5027
1688,375,225,200,care_sent,-0.5027,0.5027
1000,275,275,275,care_sent,-0.5024,0.5024
2539,475,325,275,care_sent,-0.5024,0.5024
1164,300,275,250,care_sent,-0.5024,0.5024
2114,425,300,225,care_sent,-0.5024,0.5024
989,275,250,250,care_sent,-0.5024,0.5024
2116,425,300,275,care_sent,-0.5023,0.5023
2525,475,300,225,care_sent,-0.502,0.502
1339,325,275,275,care_sent,-0.5019,0.5019
2775,500,375,275,care_sent,-0.5018,0.5018
1893,400,250,225,care_sent,-0.5016,0.5016
679,225,225,200,care_sent,0.5016,0.5016
125,100,100,100,care_sent,0.5015,0.5015
203,125,125,100,care_sent,0.5014,0.5014
1154,300,250,250,care_sent,-0.5013,0.5013
1134,300,200,175,care_sent,-0.5012,0.5012
2568,475,375,325,care_sent,-0.5012,0.5012
305,150,175,125,care_sent,0.501,0.501
2551,475,350,250,care_sent,-0.501,0.501
2552,475,350,275,care_sent,-0.5009,0.5009
1521,350,275,275,care_sent,-0.5009,0.5009
2761,500,350,275,care_sent,-0.5008,0.5008
1930,400,325,325,care_sent,-0.5005,0.5005
1152,300,250,200,care_sent,-0.5005,0.5005
2583,475,400,325,care_sent,-0.5004,0.5004
2807,500,425,300,care_sent,-0.5003,0.5003
1904,400,275,250,care_sent,-0.5003,0.5003
419,175,200,175,care_sent,0.5002,0.5002
1509,350,250,225,care_sent,-0.5002,0.5002
2320,450,300,275,care_sent,-0.5001,0.5001
669,225,200,150,care_sent,-0.5001,0.5001
1916,400,300,275,care_sent,-0.5001,0.5001
2331,450,325,250,care_sent,-0.5,0.5
2332,450,325,275,care_sent,-0.5,0.5
812,250,200,125,care_sent,-0.4999,0.4999
2601,475,425,375,care_sent,-0.4998,0.4998
978,275,225,200,care_sent,-0.4998,0.4998
2537,475,325,225,care_sent,-0.4997,0.4997
2580,475,400,250,care_sent,-0.4997,0.4997
1510,350,250,250,care_sent,-0.4997,0.4997
418,175,200,150,care_sent,0.4997,0.4997
1338,325,275,250,care_sent,-0.4997,0.4997
2540,475,325,300,care_sent,-0.4997,0.4997
2806,500,425,275,care_sent,-0.4997,0.4997
2362,450,375,350,care_sent,-0.4997,0.4997
2378,450,400,375,care_sent,-0.4996,0.4996
2319,450,300,250,care_sent,-0.4996,0.4996
2527,475,300,275,care_sent,-0.4995,0.4995
411,175,175,150,care_sent,0.4995,0.4995
311,150,200,125,care_sent,0.4995,0.4995
1351,325,300,300,care_sent,-0.4995,0.4995
1326,325,250,200,care_sent,-0.4994,0.4994
1748,375,350,325,care_sent,-0.4994,0.4994
2553,475,350,300,care_sent,-0.4993,0.4993
2567,475,375,300,care_sent,-0.4992,0.4992
1917,400,300,300,care_sent,-0.4992,0.4992
2115,425,300,250,care_sent,-0.4991,0.4991
834,250,250,250,care_sent,0.499,0.499
306,150,175,150,care_sent,0.499,0.499
2158,425,375,350,care_sent,-0.499,0.499
1710,375,275,275,care_sent,-0.4989,0.4989
2104,425,275,250,care_sent,-0.4987,0.4987
1508,350,250,200,care_sent,-0.4986,0.4986
2526,475,300,250,care_sent,-0.4986,0.4986
2774,500,375,250,care_sent,-0.4986,0.4986
2584,475,400,350,care_sent,-0.4986,0.4986
522,200,150,100,care_sent,-0.4985,0.4985
1944,400,350,350,care_sent,-0.4984,0.4984
1883,400,225,200,care_sent,-0.4984,0.4984
2361,450,375,325,care_sent,-0.4983,0.4983
1328,325,250,250,care_sent,-0.4983,0.4983
2113,425,300,200,care_sent,-0.4982,0.4982
1749,375,350,350,care_sent,-0.4982,0.4982
1520,350,275,250,care_sent,-0.4982,0.4982
2585,475,400,375,care_sent,-0.4982,0.4982
207,125,150,75,care_sent,0.4981,0.4981
2600,475,425,350,care_sent,-0.4981,0.4981
299,150,150,125,care_sent,-0.4979,0.4979
1533,350,300,300,care_sent,-0.4979,0.4979
2103,425,275,225,care_sent,-0.4979,0.4979
1943,400,350,325,care_sent,-0.4978,0.4978
2602,475,425,400,care_sent,-0.4978,0.4978
2760,500,350,250,care_sent,-0.4978,0.4978
1873,400,200,150,care_sent,-0.4977,0.4977
2144,425,350,350,care_sent,-0.4976,0.4976
2143,425,350,325,care_sent,-0.4976,0.4976
1735,375,325,325,care_sent,-0.4975,0.4975
1721,375,300,275,care_sent,-0.4974,0.4974
821,250,225,150,care_sent,-0.4974,0.4974
2829,500,450,425,care_sent,-0.4974,0.4974
1679,375,200,175,care_sent,-0.4973,0.4973
815,250,200,200,care_sent,-0.4973,0.4973
2377,450,400,350,care_sent,-0.4971,0.4971
312,150,200,150,care_sent,0.4971,0.4971
1722,375,300,300,care_sent,-0.4971,0.4971
1697,375,250,200,care_sent,-0.497,0.497
2130,425,325,325,care_sent,-0.4969,0.4969
1337,325,275,225,care_sent,-0.4969,0.4969
2828,500,450,400,care_sent,-0.4968,0.4968
1734,375,325,300,care_sent,-0.4967,0.4967
2307,450,275,225,care_sent,-0.4967,0.4967
531,200,175,175,care_sent,0.4967,0.4967
2564,475,375,225,care_sent,-0.4967,0.4967
2789,500,400,250,care_sent,-0.4966,0.4966
2554,475,350,325,care_sent,-0.4966,0.4966
1929,400,325,300,care_sent,-0.4965,0.4965
2333,450,325,300,care_sent,-0.4965,0.4965
969,275,200,175,care_sent,-0.4965,0.4965
2809,500,425,350,care_sent,-0.4964,0.4964
2129,425,325,300,care_sent,-0.4964,0.4964
2762,500,350,300,care_sent,-0.4963,0.4963
2810,500,425,375,care_sent,-0.4961,0.4961
1308,325,200,175,care_sent,-0.496,0.496
2159,425,375,375,care_sent,-0.496,0.496
539,200,200,200,care_sent,0.496,0.496
662,225,175,150,care_sent,-0.496,0.496
2790,500,400,275,care_sent,-0.4959,0.4959
1132,300,200,125,care_sent,-0.4958,0.4958
2347,450,350,325,care_sent,-0.4958,0.4958
1958,400,375,350,care_sent,-0.4958,0.4958
2826,500,450,350,care_sent,-0.4958,0.4958
2824,500,450,300,care_sent,-0.4957,0.4957
2174,425,400,375,care_sent,-0.4957,0.4957
2308,450,275,250,care_sent,-0.4957,0.4957
1350,325,300,275,care_sent,-0.4956,0.4956
2569,475,375,350,care_sent,-0.4956,0.4956
529,200,175,125,care_sent,0.4955,0.4955
968,275,200,150,care_sent,-0.4955,0.4955
523,200,150,125,care_sent,-0.4954,0.4954
2845,500,475,375,care_sent,-0.4954,0.4954
537,200,200,150,care_sent,0.4954,0.4954
2344,450,350,250,care_sent,-0.4954,0.4954
661,225,175,125,care_sent,-0.4954,0.4954
2346,450,350,300,care_sent,-0.4953,0.4953
2615,475,450,300,care_sent,-0.4953,0.4953
2825,500,450,325,care_sent,-0.4953,0.4953
1720,375,300,250,care_sent,-0.4952,0.4952
2848,500,475,450,care_sent,-0.4952,0.4952
1316,325,225,175,care_sent,-0.4952,0.4952
2777,500,375,325,care_sent,-0.4952,0.4952
977,275,225,175,care_sent,-0.4952,0.4952
2847,500,475,425,care_sent,-0.4951,0.4951
2808,500,425,325,care_sent,-0.4951,0.4951
2376,450,400,325,care_sent,-0.4951,0.4951
2791,500,400,300,care_sent,-0.495,0.495
2823,500,450,275,care_sent,-0.495,0.495
2128,425,325,275,care_sent,-0.495,0.495
1498,350,225,175,care_sent,-0.4949,0.4949
1914,400,300,225,care_sent,-0.4949,0.4949
1915,400,300,250,care_sent,-0.4949,0.4949
2617,475,450,350,care_sent,-0.4949,0.4949
2581,475,400,275,care_sent,-0.4949,0.4949
999,275,275,250,care_sent,-0.4949,0.4949
1142,300,225,175,care_sent,-0.4948,0.4948
1905,400,275,275,care_sent,-0.4948,0.4948
1687,375,225,175,care_sent,-0.4947,0.4947
1306,325,200,125,care_sent,-0.4947,0.4947
2093,425,250,225,care_sent,-0.4947,0.4947
2773,500,375,225,care_sent,-0.4946,0.4946
2092,425,250,200,care_sent,-0.4946,0.4946
1532,350,300,275,care_sent,-0.4946,0.4946
2363,450,375,375,care_sent,-0.4944,0.4944
2582,475,400,300,care_sent,-0.4944,0.4944
2827,500,450,375,care_sent,-0.4944,0.4944
1708,375,275,225,care_sent,-0.4943,0.4943
2514,475,275,225,care_sent,-0.4943,0.4943
868,250,350,100,care_sent,-0.4942,0.4942
2745,500,325,200,care_sent,-0.4941,0.4941
1546,350,325,325,care_sent,-0.4941,0.4941
213,125,175,100,care_sent,0.494,0.494
2127,425,325,250,care_sent,-0.494,0.494
1892,400,250,200,care_sent,-0.494,0.494
2175,425,400,400,care_sent,-0.494,0.494
2619,475,450,400,care_sent,0.4939,0.4939
1882,400,225,175,care_sent,-0.4938,0.4938
2317,450,300,200,care_sent,-0.4938,0.4938
1719,375,300,225,care_sent,-0.4937,0.4937
212,125,175,75,care_sent,0.4937,0.4937
2373,450,400,250,care_sent,-0.4936,0.4936
1959,400,375,375,care_sent,-0.4936,0.4936
2358,450,375,250,care_sent,-0.4935,0.4935
2152,425,375,200,care_sent,-0.4935,0.4935
952,275,150,75,care_sent,0.4935,0.4935
2805,500,425,250,care_sent,-0.4935,0.4935
310,150,200,100,care_sent,-0.4934,0.4934
2157,425,375,325,care_sent,-0.4934,0.4934
2394,450,425,375,care_sent,-0.4934,0.4934
967,275,200,125,care_sent,-0.4934,0.4934
2286,450,225,175,care_sent,-0.4934,0.4934
1519,350,275,225,care_sent,-0.4932,0.4932
2792,500,400,325,care_sent,-0.4932,0.4932
198,125,100,75,care_sent,0.4931,0.4931
1707,375,275,200,care_sent,-0.4931,0.4931
2734,500,300,225,care_sent,-0.493,0.493
1037,275,375,100,care_sent,-0.493,0.493
2579,475,400,225,care_sent,-0.493,0.493
1550,350,350,100,care_sent,-0.493,0.493
2360,450,375,300,care_sent,-0.4929,0.4929
2513,475,275,200,care_sent,-0.4929,0.4929
1928,400,325,275,care_sent,-0.4929,0.4929
2598,475,425,300,care_sent,-0.4927,0.4927
2524,475,300,200,care_sent,-0.4926,0.4926
202,125,125,75,care_sent,0.4926,0.4926
2393,450,425,350,care_sent,-0.4926,0.4926
2172,425,400,325,care_sent,-0.4925,0.4925
2503,475,250,200,care_sent,-0.4924,0.4924
1141,300,225,150,care_sent,-0.4924,0.4924
1177,300,300,300,care_sent,-0.4924,0.4924
2618,475,450,375,care_sent,-0.4924,0.4924
1163,300,275,225,care_sent,-0.4923,0.4923
1903,400,275,225,care_sent,-0.4923,0.4923
2082,425,225,175,care_sent,-0.4923,0.4923
1752,375,375,75,care_sent,-0.4922,0.4922
2102,425,275,200,care_sent,-0.4922,0.4922
2747,500,325,250,care_sent,-0.4922,0.4922
1205,300,375,100,care_sent,-0.4921,0.4921
2746,500,325,225,care_sent,-0.4921,0.4921
2636,475,475,375,care_sent,0.492,0.492
2822,500,450,250,care_sent,-0.492,0.492
2536,475,325,200,care_sent,-0.4919,0.4919
2776,500,375,300,care_sent,-0.4919,0.4919
410,175,175,125,care_sent,0.4919,0.4919
2599,475,425,325,care_sent,-0.4918,0.4918
2849,500,475,475,care_sent,-0.4917,0.4917
2840,500,475,250,care_sent,-0.4917,0.4917
1325,325,250,175,care_sent,-0.4917,0.4917
2330,450,325,225,care_sent,-0.4917,0.4917
2846,500,475,400,care_sent,-0.4916,0.4916
2597,475,425,275,care_sent,-0.4916,0.4916
1696,375,250,175,care_sent,-0.4916,0.4916
2733,500,300,200,care_sent,-0.4915,0.4915
1699,375,250,250,care_sent,-0.4915,0.4915
2620,475,450,425,care_sent,-0.4915,0.4915
2117,425,300,300,care_sent,-0.4915,0.4915
1733,375,325,275,care_sent,-0.4914,0.4914
1482,350,175,150,care_sent,-0.4914,0.4914
2395,450,425,400,care_sent,-0.4913,0.4913
1957,400,375,325,care_sent,-0.4912,0.4912
654,225,150,100,care_sent,-0.4912,0.4912
1872,400,200,125,care_sent,-0.4912,0.4912
2811,500,425,400,care_sent,-0.4912,0.4912
1913,400,300,200,care_sent,-0.4912,0.4912
2842,500,475,300,care_sent,-0.4911,0.4911
128,100,125,75,care_sent,-0.4911,0.4911
2139,425,350,225,care_sent,-0.4911,0.4911
2142,425,350,300,care_sent,-0.4911,0.4911
805,250,175,125,care_sent,-0.4911,0.4911
1500,350,225,225,care_sent,-0.491,0.491
1874,400,200,175,care_sent,-0.491,0.491
1763,375,375,350,care_sent,-0.491,0.491
2788,500,400,225,care_sent,-0.4909,0.4909
2759,500,350,225,care_sent,-0.4909,0.4909
2359,450,375,275,care_sent,-0.4909,0.4909
2614,475,450,275,care_sent,-0.4909,0.4909
1336,325,275,200,care_sent,-0.4909,0.4909
1677,375,200,125,care_sent,-0.4908,0.4908
298,150,150,100,care_sent,0.4907,0.4907
1507,350,250,175,care_sent,-0.4906,0.4906
209,125,150,125,care_sent,0.4906,0.4906
2411,450,450,375,care_sent,-0.4905,0.4905
2348,450,350,350,care_sent,-0.4905,0.4905
2843,500,475,325,care_sent,-0.4905,0.4905
2374,450,400,275,care_sent,-0.4904,0.4904
2748,500,325,275,care_sent,-0.4904,0.4904
1747,375,350,300,care_sent,-0.4903,0.4903
2793,500,400,350,care_sent,-0.4903,0.4903
412,175,175,175,care_sent,0.4903,0.4903
2555,475,350,350,care_sent,-0.4903,0.4903
527,200,175,75,care_sent,-0.4903,0.4903
1125,300,175,125,care_sent,-0.4902,0.4902
1537,350,325,100,care_sent,-0.4902,0.4902
1729,375,325,175,care_sent,-0.4902,0.4902
2156,425,375,300,care_sent,-0.4901,0.4901
966,275,200,100,care_sent,-0.4901,0.4901
2083,425,225,200,care_sent,-0.4901,0.4901
2192,425,425,425,care_sent,-0.4901,0.4901
678,225,225,175,care_sent,0.4901,0.4901
2550,475,350,225,care_sent,-0.49,0.49
2638,475,475,425,care_sent,-0.49,0.49
998,275,275,225,care_sent,-0.49,0.49
976,275,225,150,care_sent,-0.49,0.49
2701,500,225,150,care_sent,-0.49,0.49
2763,500,350,325,care_sent,-0.49,0.49
2778,500,375,350,care_sent,-0.4899,0.4899
2316,450,300,175,care_sent,-0.4899,0.4899
1144,300,225,225,care_sent,-0.4898,0.4898
1926,400,325,225,care_sent,-0.4898,0.4898
1757,375,375,200,care_sent,-0.4898,0.4898
2412,450,450,400,care_sent,-0.4898,0.4898
2570,475,375,375,care_sent,-0.4896,0.4896
1315,325,225,150,care_sent,-0.4896,0.4896
2073,425,200,150,care_sent,-0.4896,0.4896
2306,450,275,200,care_sent,-0.4896,0.4896
2173,425,400,350,care_sent,-0.4896,0.4896
1491,350,200,200,care_sent,-0.4896,0.4896
1953,400,375,225,care_sent,-0.4894,0.4894
1956,400,375,300,care_sent,-0.4894,0.4894
221,125,225,50,care_sent,0.4894,0.4894
2153,425,375,225,care_sent,-0.4894,0.4894
2126,425,325,225,care_sent,-0.4893,0.4893
2639,475,475,450,care_sent,-0.4893,0.4893
2101,425,275,175,care_sent,-0.4893,0.4893
2396,450,425,425,care_sent,-0.4893,0.4893
2287,450,225,200,care_sent,-0.4892,0.4892
1531,350,300,250,care_sent,-0.4892,0.4892
2357,450,375,225,care_sent,-0.4892,0.4892
2296,450,250,200,care_sent,-0.4892,0.4892
1902,400,275,200,care_sent,-0.4892,0.4892
806,250,175,150,care_sent,-0.4892,0.4892
858,250,325,100,care_sent,-0.4892,0.4892
2379,450,400,400,care_sent,-0.4891,0.4891
217,125,200,75,care_sent,0.4891,0.4891
888,250,400,100,care_sent,-0.489,0.489
1559,350,350,325,care_sent,-0.489,0.489
979,275,225,225,care_sent,-0.489,0.489
2493,475,225,175,care_sent,-0.489,0.489
2277,450,200,150,care_sent,-0.489,0.489
1764,375,375,375,care_sent,-0.489,0.489
1718,375,300,200,care_sent,-0.4889,0.4889
308,150,200,50,care_sent,-0.4889,0.4889
2334,450,325,325,care_sent,-0.4889,0.4889
521,200,150,75,care_sent,-0.4888,0.4888
2112,425,300,175,care_sent,-0.4888,0.4888
2413,450,450,425,care_sent,-0.4888,0.4888
417,175,200,125,care_sent,0.4888,0.4888
2190,425,425,375,care_sent,-0.4888,0.4888
2844,500,475,350,care_sent,-0.4887,0.4887
1753,375,375,100,care_sent,-0.4887,0.4887
2191,425,425,400,care_sent,-0.4887,0.4887
2345,450,350,275,care_sent,-0.4886,0.4886
1181,300,325,100,care_sent,-0.4886,0.4886
1560,350,350,350,care_sent,-0.4886,0.4886
2549,475,350,200,care_sent,0.4885,0.4885
1026,275,350,100,care_sent,-0.4885,0.4885
2138,425,350,200,care_sent,0.4884,0.4884
404,175,150,125,care_sent,-0.4884,0.4884
2072,425,200,125,care_sent,-0.4884,0.4884
1176,300,300,275,care_sent,-0.4884,0.4884
653,225,150,75,care_sent,0.4883,0.4883
1131,300,200,100,care_sent,-0.4883,0.4883
1518,350,275,200,care_sent,-0.4882,0.4882
1742,375,350,175,care_sent,0.4882,0.4882
655,225,150,125,care_sent,-0.4882,0.4882
405,175,150,150,care_sent,-0.4882,0.4882
1368,325,350,100,care_sent,-0.4881,0.4881
1952,400,375,200,care_sent,-0.4881,0.4881
2342,450,350,200,care_sent,0.488,0.488
1488,350,200,125,care_sent,-0.488,0.488
2616,475,450,325,care_sent,-0.488,0.488
2305,450,275,175,care_sent,-0.4879,0.4879
2749,500,325,300,care_sent,-0.4878,0.4878
2758,500,350,200,care_sent,-0.4878,0.4878
1756,375,375,175,care_sent,-0.4878,0.4878
1481,350,175,125,care_sent,-0.4878,0.4878
2515,475,275,250,care_sent,-0.4877,0.4877
2410,450,450,350,care_sent,-0.4876,0.4876
701,225,300,75,care_sent,-0.4876,0.4876
1112,300,125,75,care_sent,0.4876,0.4876
2372,450,400,225,care_sent,-0.4875,0.4875
1760,375,375,275,care_sent,-0.4875,0.4875
528,200,175,100,care_sent,-0.4874,0.4874
1731,375,325,225,care_sent,-0.4874,0.4874
304,150,175,100,care_sent,0.4874,0.4874
297,150,150,75,care_sent,0.4873,0.4873
2168,425,400,225,care_sent,-0.4873,0.4873
2586,475,400,400,care_sent,-0.4873,0.4873
1126,300,175,150,care_sent,-0.4872,0.4872
1349,325,300,250,care_sent,-0.4872,0.4872
547,200,225,200,care_sent,0.4872,0.4872
124,100,100,75,care_sent,0.4871,0.4871
2830,500,450,450,care_sent,-0.4871,0.4871
2512,475,275,175,care_sent,-0.4871,0.4871
2722,500,275,200,care_sent,-0.4871,0.4871
1686,375,225,150,care_sent,-0.4871,0.4871
2635,475,475,350,care_sent,-0.4871,0.4871
1015,275,325,100,care_sent,-0.487,0.487
296,150,150,50,care_sent,-0.487,0.487
1318,325,225,225,care_sent,-0.487,0.487
2343,450,350,225,care_sent,-0.4869,0.4869
797,250,150,75,care_sent,0.4869,0.4869
516,200,125,75,care_sent,-0.4869,0.4869
1545,350,325,300,care_sent,-0.4869,0.4869
2621,475,450,450,care_sent,-0.4867,0.4867
292,150,125,75,care_sent,0.4867,0.4867
738,225,400,100,care_sent,0.4867,0.4867
204,125,125,125,care_sent,0.4867,0.4867
1538,350,325,125,care_sent,-0.4866,0.4866
582,200,350,75,care_sent,0.4866,0.4866
2356,450,375,200,care_sent,-0.4865,0.4865
300,150,150,150,care_sent,0.4865,0.4865
2721,500,275,175,care_sent,-0.4865,0.4865
208,125,150,100,care_sent,0.4865,0.4865
546,200,225,175,care_sent,0.4865,0.4865
1014,275,325,75,care_sent,-0.4864,0.4864
2603,475,425,425,care_sent,-0.4864,0.4864
2804,500,425,225,care_sent,-0.4863,0.4863
1108,300,100,75,care_sent,-0.4863,0.4863
2154,425,375,250,care_sent,-0.4862,0.4862
1497,350,225,150,care_sent,-0.4862,0.4862
1924,400,325,175,care_sent,-0.4861,0.4861
2091,425,250,175,care_sent,-0.4861,0.4861
1758,375,375,225,care_sent,-0.4861,0.4861
1975,400,400,400,care_sent,-0.486,0.486
833,250,250,225,care_sent,-0.486,0.486
2492,475,225,150,care_sent,-0.486,0.486
2637,475,475,400,care_sent,-0.486,0.486
2276,450,200,125,care_sent,-0.486,0.486
1967,400,400,200,care_sent,-0.4858,0.4858
1746,375,350,275,care_sent,-0.4858,0.4858
1364,325,325,325,care_sent,-0.4858,0.4858
986,275,250,175,care_sent,-0.4858,0.4858
1363,325,325,300,care_sent,-0.4858,0.4858
1769,375,400,125,care_sent,-0.4857,0.4857
878,250,375,100,care_sent,-0.4857,0.4857
2702,500,225,175,care_sent,-0.4857,0.4857
2613,475,450,250,care_sent,-0.4857,0.4857
216,125,200,50,care_sent,0.4857,0.4857
226,125,250,50,care_sent,-0.4857,0.4857
1974,400,400,375,care_sent,0.4857,0.4857
2821,500,450,225,care_sent,-0.4857,0.4857
1151,300,250,175,care_sent,-0.4856,0.4856
739,225,400,125,care_sent,0.4856,0.4856
2541,475,325,325,care_sent,-0.4856,0.4856
2141,425,350,275,care_sent,-0.4856,0.4856
668,225,200,125,care_sent,-0.4856,0.4856
1348,325,300,225,care_sent,-0.4856,0.4856
2502,475,250,175,care_sent,-0.4855,0.4855
1193,300,350,100,care_sent,-0.4855,0.4855
1299,325,175,125,care_sent,-0.4854,0.4854
1732,375,325,250,care_sent,-0.4854,0.4854
847,250,300,75,care_sent,-0.4854,0.4854
520,200,150,50,care_sent,0.4853,0.4853
2712,500,250,200,care_sent,-0.4853,0.4853
401,175,150,50,care_sent,-0.4853,0.4853
961,275,175,150,care_sent,-0.4853,0.4853
1168,300,300,75,care_sent,0.4852,0.4852
2736,500,300,275,care_sent,-0.4852,0.4852
2692,500,200,125,care_sent,-0.4852,0.4852
908,250,450,100,care_sent,0.4851,0.4851
1580,350,400,150,care_sent,-0.4851,0.4851
574,200,325,75,care_sent,-0.4851,0.4851
1971,400,400,300,care_sent,-0.4851,0.4851
2171,425,400,300,care_sent,-0.4851,0.4851
1468,350,125,75,care_sent,-0.485,0.485
1927,400,325,250,care_sent,-0.485,0.485
1525,350,300,100,care_sent,-0.485,0.485
1955,400,375,275,care_sent,-0.4849,0.4849
1941,400,350,275,care_sent,-0.4848,0.4848
1942,400,350,300,care_sent,-0.4848,0.4848
2155,425,375,275,care_sent,-0.4848,0.4848
1762,375,375,325,care_sent,-0.4848,0.4848
416,175,200,100,care_sent,-0.4848,0.4848
1527,350,300,150,care_sent,-0.4848,0.4848
2711,500,250,175,care_sent,-0.4848,0.4848
1881,400,225,150,care_sent,-0.4847,0.4847
898,250,425,100,care_sent,-0.4846,0.4846
804,250,175,100,care_sent,-0.4846,0.4846
2169,425,400,250,care_sent,-0.4846,0.4846
2375,450,400,300,care_sent,-0.4846,0.4846
1124,300,175,100,care_sent,-0.4845,0.4845
2188,425,425,325,care_sent,-0.4845,0.4845
2735,500,300,250,care_sent,-0.4844,0.4844
1577,350,400,75,care_sent,0.4844,0.4844
1003,275,300,75,care_sent,-0.4844,0.4844
1578,350,400,100,care_sent,0.4843,0.4843
1286,325,125,75,care_sent,-0.4843,0.4843
1557,350,350,275,care_sent,-0.4843,0.4843
2772,500,375,200,care_sent,-0.4843,0.4843
2125,425,325,200,care_sent,-0.4843,0.4843
1939,400,350,225,care_sent,-0.4843,0.4843
1529,350,300,200,care_sent,-0.4841,0.4841
1228,300,425,75,care_sent,0.4841,0.4841
1149,300,250,125,care_sent,-0.4841,0.4841
397,175,125,75,care_sent,-0.484,0.484
1169,300,300,100,care_sent,-0.484,0.484
1717,375,300,175,care_sent,-0.484,0.484
663,225,175,175,care_sent,-0.484,0.484
1356,325,325,125,care_sent,-0.4839,0.4839
1594,350,425,150,care_sent,-0.4839,0.4839
1730,375,325,200,care_sent,-0.4838,0.4838
747,225,425,100,care_sent,0.4838,0.4838
2285,450,225,150,care_sent,-0.4838,0.4838
303,150,175,75,care_sent,-0.4837,0.4837
2392,450,425,325,care_sent,-0.4837,0.4837
1567,350,375,175,care_sent,-0.4836,0.4836
729,225,375,100,care_sent,-0.4836,0.4836
402,175,150,75,care_sent,-0.4836,0.4836
1282,325,100,75,care_sent,-0.4836,0.4836
1480,350,175,100,care_sent,-0.4836,0.4836
2295,450,250,175,care_sent,-0.4835,0.4835
1891,400,250,175,care_sent,-0.4835,0.4835
2640,475,475,475,care_sent,-0.4834,0.4834
1973,400,400,350,care_sent,0.4834,0.4834
1004,275,300,100,care_sent,-0.4833,0.4833
1912,400,300,175,care_sent,-0.4833,0.4833
2414,450,450,450,care_sent,-0.4833,0.4833
1551,350,350,125,care_sent,-0.4833,0.4833
2794,500,400,375,care_sent,-0.4832,0.4832
214,125,175,125,care_sent,0.4832,0.4832
403,175,150,100,care_sent,-0.4831,0.4831
965,275,200,75,care_sent,-0.4831,0.4831
1355,325,325,100,care_sent,-0.4831,0.4831
1727,375,325,125,care_sent,-0.483,0.483
720,225,350,100,care_sent,-0.483,0.483
1761,375,375,300,care_sent,-0.4829,0.4829
2105,425,275,275,care_sent,-0.4829,0.4829
2563,475,375,200,care_sent,-0.4829,0.4829
2494,475,225,200,care_sent,-0.4828,0.4828
1884,400,225,225,care_sent,-0.4828,0.4828
1925,400,325,200,care_sent,-0.4828,0.4828
832,250,250,200,care_sent,0.4827,0.4827
811,250,200,100,care_sent,-0.4827,0.4827
1300,325,175,150,care_sent,-0.4826,0.4826
536,200,200,125,care_sent,0.4825,0.4825
464,175,375,75,care_sent,-0.4824,0.4824
2839,500,475,225,care_sent,-0.4824,0.4824
2523,475,300,175,care_sent,-0.4824,0.4824
2408,450,450,300,care_sent,-0.4823,0.4823
2483,475,200,125,care_sent,-0.4823,0.4823
1739,375,350,100,care_sent,-0.4823,0.4823
1347,325,300,200,care_sent,-0.4822,0.4822
1744,375,350,225,care_sent,-0.4822,0.4822
1496,350,225,125,care_sent,-0.4821,0.4821
1740,375,350,125,care_sent,-0.4821,0.4821
2149,425,375,125,care_sent,-0.4821,0.4821
951,275,150,50,care_sent,0.482,0.482
1117,300,150,75,care_sent,0.4819,0.4819
2732,500,300,175,care_sent,-0.4819,0.4819
960,275,175,125,care_sent,-0.4818,0.4818
2595,475,425,225,care_sent,-0.4818,0.4818
2140,425,350,250,care_sent,-0.4818,0.4818
2484,475,200,150,care_sent,-0.4817,0.4817
1175,300,300,250,care_sent,-0.4817,0.4817
2596,475,425,250,care_sent,-0.4817,0.4817
1745,375,350,250,care_sent,-0.4816,0.4816
1865,400,175,125,care_sent,-0.4816,0.4816
799,250,150,125,care_sent,-0.4816,0.4816
1118,300,150,100,care_sent,-0.4816,0.4816
1675,375,200,75,care_sent,0.4816,0.4816
1689,375,225,225,care_sent,-0.4816,0.4816
2329,450,325,200,care_sent,-0.4816,0.4816
1309,325,200,200,care_sent,-0.4815,0.4815
1968,400,400,225,care_sent,0.4815,0.4815
